Game 1: Player1=2, Player2=2, Winner=0
Game 1308: Player1=6, Player2=1, Winner=1
Game 1309: Player1=4, Player2=2, Winner=1
Game 1310: Player1=2, Player2=4, Winner=2
Game 1311: Player1=2, Player2=5, Winner=2
Game 1312: Player1=2, Player2=3, Winner=2
Game 1313: Player1=2, Player2=3, Winner=2
Game 1314: Player1=5, Player2=3, Winner=1
Game 1315: Player1=2, Player2=3, Winner=2
Game 1316: Player1=2, Player2=4, Winner=2
Game 1317: Player1=3, Player2=4, Winner=2
Game 1318: Player1=3, Player2=1, Winner=1
Game 1319: Player1=1, Player2=3, Winner=2
Game 1320: Player1=4, Player2=1, Winner=1
Game 1321: Player1=5, Player2=5, Winner=0
Game 1322: Player1=6, Player2=2, Winner=1
Game 1323: Player1=5, Player2=1, Winner=1
Game 1324: Player1=6, Player2=5, Winner=1
Game 1325: Player1=6, Player2=6, Winner=0
Game 1326: Player1=2, Player2=5, Winner=2
Game 1327: Player1=1, Player2=5, Winner=2
Game 1328: Player1=5, Player2=2, Winner=1
Game 1329: Player1=6, Player2=3, Winner=1
Game 1330: Player1=2, Player2=1, Winner=1
Game 1331: Player1=2, Player2=5, Winner=2
Game 1332: Player1=3, Player2=2, Winner=1
Game 1333: Player1=5, Player2=1, Winner=1
Game 1334: Player1=6, Player2=1, Winner=1
Game 1335: Player1=2, Player2=5, Winner=2
Game 1336: Player1=3, Player2=2, Winner=1
Game 1337: Player1=6, Player2=6, Winner=0
Game 1338: Player1=5, Player2=2, Winner=1
Game 1339: Player1=6, Player2=3, Winner=1
Game 1340: Player1=4, Player2=4, Winner=0
Game 1341: Player1=5, Player2=4, Winner=1
Game 1342: Player1=5, Player2=1, Winner=1
Game 1343: Player1=1, Player2=2, Winner=2
Game 1344: Player1=5, Player2=5, Winner=0
Game 1345: Player1=6, Player2=6, Winner=0
Game 1346: Player1=4, Player2=2, Winner=1
Game 1347: Player1=1, Player2=5, Winner=2
Game 1348: Player1=5, Player2=2, Winner=1
Game 1349: Player1=2, Player2=5, Winner=2
Game 1350: Player1=1, Player2=3, Winner=2
Game 1351: Player1=1, Player2=6, Winner=2
Game 1352: Player1=2, Player2=6, Winner=2
Game 1353: Player1=3, Player2=3, Winner=0
Game 1354: Player1=6, Player2=3, Winner=1
Game 1355: Player1=1, Player2=2, Winner=2
Game 1356: Player1=3, Player2=2, Winner=1
Game 1357: Player1=5, Player2=6, Winner=2
Game 1358: Player1=6, Player2=4, Winner=1
Game 1359: Player1=6, Player2=6, Winner=0
Game 1360: Player1=2, Player2=1, Winner=1
Game 1361: Player1=3, Player2=3, Winner=0
Game 1362: Player1=1, Player2=2, Winner=2
Game 1363: Player1=5, Player2=6, Winner=2
Game 1364: Player1=2, Player2=1, Winner=1
Game 1365: Player1=2, Player2=4, Winner=2
Game 1366: Player1=5, Player2=4, Winner=1
Game 1367: Player1=4, Player2=6, Winner=2
Game 1368: Player1=2, Player2=3, Winner=2
Game 1369: Player1=5, Player2=1, Winner=1
Game 1370: Player1=1, Player2=3, Winner=2
Game 1371: Player1=2, Player2=5, Winner=2
Game 1372: Player1=2, Player2=4, Winner=2
Game 1373: Player1=1, Player2=5, Winner=2
Game 1374: Player1=6, Player2=3, Winner=1
Game 1375: Player1=6, Player2=1, Winner=1
Game 1376: Player1=6, Player2=4, Winner=1
Game 1377: Player1=3, Player2=6, Winner=2
Game 1378: Player1=2, Player2=4, Winner=2
Game 1379: Player1=2, Player2=2, Winner=0
Game 1380: Player1=1, Player2=4, Winner=2
Game 1381: Player1=4, Player2=3, Winner=1
Game 1382: Player1=1, Player2=5, Winner=2
Game 1383: Player1=4, Player2=3, Winner=1
Game 1384: Player1=4, Player2=4, Winner=0
Game 1385: Player1=2, Player2=1, Winner=1
Game 1386: Player1=4, Player2=2, Winner=1
Game 1387: Player1=4, Player2=4, Winner=0
Game 1388: Player1=1, Player2=2, Winner=2
Game 1389: Player1=3, Player2=6, Winner=2
Game 1390: Player1=2, Player2=2, Winner=0
Game 1391: Player1=1, Player2=5, Winner=2
Game 1392: Player1=5, Player2=6, Winner=2
Game 1393: Player1=6, Player2=6, Winner=0
Game 1394: Player1=4, Player2=6, Winner=2
Game 1395: Player1=4, Player2=5, Winner=2
Game 1396: Player1=5, Player2=2, Winner=1
Game 1397: Player1=1, Player2=1, Winner=0
Game 1398: Player1=5, Player2=2, Winner=1
Game 1399: Player1=2, Player2=6, Winner=2
Game 1400: Player1=2, Player2=6, Winner=2
Game 1401: Player1=3, Player2=2, Winner=1
Game 1402: Player1=3, Player2=3, Winner=0
Game 1403: Player1=3, Player2=4, Winner=2
Game 1404: Player1=1, Player2=3, Winner=2
Game 1405: Player1=5, Player2=3, Winner=1
Game 1406: Player1=5, Player2=5, Winner=0
Game 1407: Player1=4, Player2=6, Winner=2
Game 1408: Player1=3, Player2=5, Winner=2
Game 1409: Player1=4, Player2=6, Winner=2
Game 1410: Player1=4, Player2=5, Winner=2
Game 1411: Player1=4, Player2=5, Winner=2
Game 1412: Player1=5, Player2=4, Winner=1
Game 1413: Player1=6, Player2=2, Winner=1
Game 1414: Player1=2, Player2=6, Winner=2
Game 1415: Player1=4, Player2=4, Winner=0
Game 1416: Player1=6, Player2=3, Winner=1
Game 1417: Player1=5, Player2=2, Winner=1
Game 1418: Player1=4, Player2=1, Winner=1
Game 1419: Player1=3, Player2=6, Winner=2
Game 1420: Player1=3, Player2=5, Winner=2
Game 1421: Player1=5, Player2=4, Winner=1
Game 1422: Player1=3, Player2=2, Winner=1
Game 1423: Player1=2, Player2=5, Winner=2
Game 1424: Player1=2, Player2=3, Winner=2
Game 1425: Player1=4, Player2=5, Winner=2
Game 1426: Player1=6, Player2=5, Winner=1
Game 1427: Player1=1, Player2=6, Winner=2
Game 1428: Player1=6, Player2=3, Winner=1
Game 1429: Player1=4, Player2=5, Winner=2
Game 1430: Player1=6, Player2=5, Winner=1
Game 1431: Player1=1, Player2=2, Winner=2
Game 1432: Player1=1, Player2=6, Winner=2
Game 1433: Player1=4, Player2=3, Winner=1
Game 1434: Player1=1, Player2=2, Winner=2
Game 1435: Player1=3, Player2=2, Winner=1
Game 1436: Player1=4, Player2=1, Winner=1
Game 1437: Player1=2, Player2=6, Winner=2
Game 1438: Player1=2, Player2=1, Winner=1
Game 1439: Player1=2, Player2=1, Winner=1
Game 1440: Player1=1, Player2=3, Winner=2
Game 1441: Player1=3, Player2=3, Winner=0
Game 1442: Player1=2, Player2=3, Winner=2
Game 1443: Player1=3, Player2=3, Winner=0
Game 1444: Player1=2, Player2=2, Winner=0
Game 1445: Player1=2, Player2=5, Winner=2
Game 1446: Player1=4, Player2=4, Winner=0
Game 1447: Player1=6, Player2=5, Winner=1
Game 1448: Player1=5, Player2=2, Winner=1
Game 1449: Player1=3, Player2=6, Winner=2
Game 1450: Player1=2, Player2=5, Winner=2
Game 1451: Player1=1, Player2=3, Winner=2
Game 1452: Player1=5, Player2=1, Winner=1
Game 1453: Player1=6, Player2=6, Winner=0
Game 1454: Player1=6, Player2=2, Winner=1
Game 1455: Player1=4, Player2=3, Winner=1
Game 1456: Player1=5, Player2=1, Winner=1
Game 1457: Player1=1, Player2=2, Winner=2
Game 1458: Player1=2, Player2=3, Winner=2
Game 1459: Player1=3, Player2=2, Winner=1
Game 1460: Player1=5, Player2=5, Winner=0
Game 1461: Player1=6, Player2=4, Winner=1
Game 1462: Player1=4, Player2=6, Winner=2
Game 1463: Player1=1, Player2=5, Winner=2
Game 1464: Player1=2, Player2=2, Winner=0
Game 1465: Player1=6, Player2=4, Winner=1
Game 1466: Player1=5, Player2=1, Winner=1
Game 1467: Player1=4, Player2=5, Winner=2
Game 1468: Player1=6, Player2=1, Winner=1
Game 1469: Player1=3, Player2=4, Winner=2
Game 1470: Player1=3, Player2=3, Winner=0
Game 1471: Player1=1, Player2=3, Winner=2
Game 1472: Player1=5, Player2=2, Winner=1
Game 1473: Player1=5, Player2=6, Winner=2
Game 1474: Player1=2, Player2=2, Winner=0
Game 1475: Player1=4, Player2=1, Winner=1
Game 1476: Player1=4, Player2=4, Winner=0
Game 1477: Player1=3, Player2=6, Winner=2
Game 1478: Player1=6, Player2=1, Winner=1
Game 1479: Player1=4, Player2=6, Winner=2
Game 1480: Player1=6, Player2=6, Winner=0
Game 1481: Player1=6, Player2=2, Winner=1
Game 1482: Player1=5, Player2=4, Winner=1
Game 1483: Player1=1, Player2=3, Winner=2
Game 1484: Player1=4, Player2=4, Winner=0
Game 1485: Player1=6, Player2=2, Winner=1
Game 1486: Player1=5, Player2=1, Winner=1
Game 1487: Player1=4, Player2=4, Winner=0
Game 1488: Player1=5, Player2=3, Winner=1
Game 1489: Player1=3, Player2=1, Winner=1
Game 1490: Player1=1, Player2=4, Winner=2
Game 1491: Player1=3, Player2=5, Winner=2
Game 1492: Player1=1, Player2=3, Winner=2
Game 1493: Player1=5, Player2=4, Winner=1
Game 1494: Player1=3, Player2=1, Winner=1
Game 1495: Player1=1, Player2=6, Winner=2
Game 1496: Player1=4, Player2=5, Winner=2
Game 1497: Player1=2, Player2=1, Winner=1
Game 1498: Player1=2, Player2=5, Winner=2
Game 1499: Player1=5, Player2=3, Winner=1
Game 1500: Player1=4, Player2=1, Winner=1
Game 1501: Player1=2, Player2=3, Winner=2
Game 1502: Player1=4, Player2=4, Winner=0
Game 1503: Player1=4, Player2=2, Winner=1
Game 1504: Player1=5, Player2=3, Winner=1
Game 1505: Player1=2, Player2=2, Winner=0
Game 1506: Player1=2, Player2=3, Winner=2
Game 1507: Player1=1, Player2=1, Winner=0
Game 1508: Player1=4, Player2=2, Winner=1
Game 1509: Player1=3, Player2=4, Winner=2
Game 1510: Player1=1, Player2=2, Winner=2
Game 1511: Player1=1, Player2=5, Winner=2
Game 1512: Player1=5, Player2=4, Winner=1
Game 1513: Player1=3, Player2=6, Winner=2
Game 1514: Player1=5, Player2=3, Winner=1
Game 1515: Player1=2, Player2=5, Winner=2
Game 1516: Player1=2, Player2=6, Winner=2
Game 1517: Player1=4, Player2=6, Winner=2
Game 1518: Player1=2, Player2=5, Winner=2
Game 1519: Player1=2, Player2=2, Winner=0
Game 1520: Player1=1, Player2=4, Winner=2
Game 1521: Player1=4, Player2=3, Winner=1
Game 1522: Player1=5, Player2=1, Winner=1
Game 1523: Player1=4, Player2=2, Winner=1
Game 1524: Player1=2, Player2=5, Winner=2
Game 1525: Player1=2, Player2=4, Winner=2
Game 1526: Player1=2, Player2=4, Winner=2
Game 1527: Player1=4, Player2=2, Winner=1
Game 1528: Player1=1, Player2=3, Winner=2
Game 1529: Player1=4, Player2=5, Winner=2
Game 1530: Player1=5, Player2=2, Winner=1
Game 1531: Player1=2, Player2=1, Winner=1
Game 1532: Player1=6, Player2=5, Winner=1
Game 1533: Player1=5, Player2=4, Winner=1
Game 1534: Player1=1, Player2=5, Winner=2
Game 1535: Player1=6, Player2=3, Winner=1
Game 1536: Player1=6, Player2=2, Winner=1
Game 1537: Player1=3, Player2=3, Winner=0
Game 1538: Player1=6, Player2=4, Winner=1
Game 1539: Player1=4, Player2=3, Winner=1
Game 1540: Player1=1, Player2=6, Winner=2
Game 1541: Player1=2, Player2=1, Winner=1
Game 1542: Player1=3, Player2=6, Winner=2
Game 1543: Player1=1, Player2=5, Winner=2
Game 1544: Player1=3, Player2=1, Winner=1
Game 1545: Player1=4, Player2=6, Winner=2
Game 1546: Player1=3, Player2=3, Winner=0
Game 1547: Player1=6, Player2=2, Winner=1
Game 1548: Player1=2, Player2=1, Winner=1
Game 1549: Player1=5, Player2=2, Winner=1
Game 1550: Player1=4, Player2=1, Winner=1
Game 1551: Player1=2, Player2=5, Winner=2
Game 1552: Player1=1, Player2=5, Winner=2
Game 1553: Player1=3, Player2=1, Winner=1
Game 1554: Player1=4, Player2=4, Winner=0
Game 1555: Player1=2, Player2=1, Winner=1
Game 1556: Player1=5, Player2=4, Winner=1
Game 1557: Player1=4, Player2=3, Winner=1
Game 1558: Player1=5, Player2=5, Winner=0
Game 1559: Player1=1, Player2=6, Winner=2
Game 1560: Player1=2, Player2=6, Winner=2
Game 1561: Player1=2, Player2=4, Winner=2
Game 1562: Player1=1, Player2=4, Winner=2
Game 1563: Player1=3, Player2=4, Winner=2
Game 1564: Player1=5, Player2=5, Winner=0
Game 1565: Player1=3, Player2=5, Winner=2
Game 1566: Player1=1, Player2=6, Winner=2
Game 1567: Player1=3, Player2=3, Winner=0
Game 1568: Player1=1, Player2=3, Winner=2
Game 1569: Player1=6, Player2=6, Winner=0
Game 1570: Player1=4, Player2=2, Winner=1
Game 1571: Player1=3, Player2=4, Winner=2
Game 1572: Player1=5, Player2=5, Winner=0
Game 1573: Player1=5, Player2=4, Winner=1
Game 1574: Player1=5, Player2=5, Winner=0
Game 1575: Player1=1, Player2=4, Winner=2
Game 1576: Player1=6, Player2=2, Winner=1
Game 1577: Player1=2, Player2=5, Winner=2
Game 1578: Player1=2, Player2=4, Winner=2
Game 1579: Player1=3, Player2=3, Winner=0
Game 1580: Player1=3, Player2=5, Winner=2
Game 1581: Player1=1, Player2=6, Winner=2
Game 1582: Player1=1, Player2=2, Winner=2
Game 1583: Player1=5, Player2=1, Winner=1
Game 1584: Player1=5, Player2=6, Winner=2
Game 1585: Player1=3, Player2=6, Winner=2
Game 1586: Player1=1, Player2=6, Winner=2
Game 1587: Player1=2, Player2=6, Winner=2
Game 1588: Player1=1, Player2=5, Winner=2
Game 1589: Player1=6, Player2=6, Winner=0
Game 1590: Player1=1, Player2=5, Winner=2
Game 1591: Player1=2, Player2=6, Winner=2
Game 1592: Player1=5, Player2=6, Winner=2
Game 1593: Player1=3, Player2=6, Winner=2
Game 1594: Player1=3, Player2=2, Winner=1
Game 1595: Player1=4, Player2=3, Winner=1
Game 1596: Player1=5, Player2=6, Winner=2
Game 1597: Player1=3, Player2=2, Winner=1
Game 1598: Player1=6, Player2=4, Winner=1
Game 1599: Player1=3, Player2=1, Winner=1
Game 1600: Player1=6, Player2=3, Winner=1
Game 1601: Player1=2, Player2=1, Winner=1
Game 1602: Player1=6, Player2=1, Winner=1
Game 1603: Player1=6, Player2=6, Winner=0
Game 1604: Player1=2, Player2=6, Winner=2
Game 1605: Player1=3, Player2=5, Winner=2
Game 1606: Player1=4, Player2=3, Winner=1
Game 1607: Player1=3, Player2=3, Winner=0
Game 1608: Player1=5, Player2=2, Winner=1
Game 1609: Player1=2, Player2=2, Winner=0
Game 1610: Player1=4, Player2=6, Winner=2
Game 1611: Player1=3, Player2=2, Winner=1
Game 1612: Player1=5, Player2=2, Winner=1
Game 1613: Player1=3, Player2=4, Winner=2
Game 1614: Player1=3, Player2=3, Winner=0
Game 1615: Player1=5, Player2=4, Winner=1
Game 1616: Player1=2, Player2=1, Winner=1
Game 1617: Player1=2, Player2=2, Winner=0
Game 1618: Player1=2, Player2=3, Winner=2
Game 1619: Player1=4, Player2=2, Winner=1
Game 1620: Player1=5, Player2=1, Winner=1
Game 1621: Player1=6, Player2=1, Winner=1
Game 1622: Player1=4, Player2=3, Winner=1
Game 1623: Player1=2, Player2=5, Winner=2
Game 1624: Player1=1, Player2=1, Winner=0
Game 1625: Player1=4, Player2=6, Winner=2
Game 1626: Player1=2, Player2=2, Winner=0
Game 1627: Player1=3, Player2=2, Winner=1
Game 1628: Player1=2, Player2=6, Winner=2
Game 1629: Player1=2, Player2=5, Winner=2
Game 1630: Player1=5, Player2=6, Winner=2
Game 1631: Player1=2, Player2=5, Winner=2
Game 1632: Player1=3, Player2=5, Winner=2
Game 1633: Player1=1, Player2=4, Winner=2
Game 1634: Player1=2, Player2=3, Winner=2
Game 1635: Player1=4, Player2=4, Winner=0
Game 1636: Player1=5, Player2=3, Winner=1
Game 1637: Player1=1, Player2=6, Winner=2
Game 1638: Player1=5, Player2=1, Winner=1
Game 1639: Player1=6, Player2=6, Winner=0
Game 1640: Player1=5, Player2=5, Winner=0
Game 1641: Player1=2, Player2=5, Winner=2
Game 1642: Player1=1, Player2=1, Winner=0
Game 1643: Player1=6, Player2=5, Winner=1
Game 1644: Player1=6, Player2=1, Winner=1
Game 1645: Player1=1, Player2=2, Winner=2
Game 1646: Player1=2, Player2=3, Winner=2
Game 1647: Player1=6, Player2=1, Winner=1
Game 1648: Player1=5, Player2=5, Winner=0
Game 1649: Player1=1, Player2=2, Winner=2
Game 1650: Player1=3, Player2=3, Winner=0
Game 1651: Player1=5, Player2=6, Winner=2
Game 1652: Player1=4, Player2=4, Winner=0
Game 1653: Player1=1, Player2=6, Winner=2
Game 1654: Player1=5, Player2=5, Winner=0
Game 1655: Player1=1, Player2=5, Winner=2
Game 1656: Player1=6, Player2=4, Winner=1
Game 1657: Player1=4, Player2=5, Winner=2
Game 1658: Player1=1, Player2=4, Winner=2
Game 1659: Player1=5, Player2=2, Winner=1
Game 1660: Player1=2, Player2=1, Winner=1
Game 1661: Player1=2, Player2=6, Winner=2
Game 1662: Player1=2, Player2=2, Winner=0
Game 1663: Player1=6, Player2=2, Winner=1
Game 1664: Player1=1, Player2=5, Winner=2
Game 1665: Player1=1, Player2=5, Winner=2
Game 1666: Player1=3, Player2=1, Winner=1
Game 1667: Player1=4, Player2=1, Winner=1
Game 1668: Player1=6, Player2=5, Winner=1
Game 1669: Player1=2, Player2=6, Winner=2
Game 1670: Player1=6, Player2=5, Winner=1
Game 1671: Player1=1, Player2=6, Winner=2
Game 1672: Player1=3, Player2=4, Winner=2
Game 1673: Player1=1, Player2=5, Winner=2
Game 1674: Player1=1, Player2=2, Winner=2
Game 1675: Player1=2, Player2=1, Winner=1
Game 1676: Player1=4, Player2=3, Winner=1
Game 1677: Player1=5, Player2=3, Winner=1
Game 1678: Player1=3, Player2=2, Winner=1
Game 1679: Player1=6, Player2=5, Winner=1
Game 1680: Player1=4, Player2=2, Winner=1
Game 1681: Player1=3, Player2=3, Winner=0
Game 1682: Player1=2, Player2=1, Winner=1
Game 1683: Player1=3, Player2=3, Winner=0
Game 1684: Player1=1, Player2=6, Winner=2
Game 1685: Player1=5, Player2=2, Winner=1
Game 1686: Player1=6, Player2=3, Winner=1
Game 1687: Player1=1, Player2=1, Winner=0
Game 1688: Player1=3, Player2=3, Winner=0
Game 1689: Player1=3, Player2=4, Winner=2
Game 1690: Player1=2, Player2=6, Winner=2
Game 1691: Player1=4, Player2=4, Winner=0
Game 1692: Player1=2, Player2=2, Winner=0
Game 1693: Player1=6, Player2=1, Winner=1
Game 1694: Player1=5, Player2=2, Winner=1
Game 1695: Player1=6, Player2=6, Winner=0
Game 1696: Player1=2, Player2=2, Winner=0
Game 1697: Player1=1, Player2=4, Winner=2
Game 1698: Player1=5, Player2=2, Winner=1
Game 1699: Player1=2, Player2=4, Winner=2
Game 1700: Player1=6, Player2=3, Winner=1
Game 1701: Player1=2, Player2=2, Winner=0
Game 1702: Player1=2, Player2=6, Winner=2
Game 1703: Player1=1, Player2=5, Winner=2
Game 1704: Player1=5, Player2=1, Winner=1
Game 1705: Player1=4, Player2=2, Winner=1
Game 1706: Player1=3, Player2=1, Winner=1
Game 1707: Player1=5, Player2=2, Winner=1
Game 1708: Player1=4, Player2=1, Winner=1
Game 1709: Player1=2, Player2=4, Winner=2
Game 1710: Player1=4, Player2=3, Winner=1
Game 1711: Player1=3, Player2=1, Winner=1
Game 1712: Player1=3, Player2=4, Winner=2
Game 1713: Player1=5, Player2=2, Winner=1
Game 1714: Player1=1, Player2=2, Winner=2
Game 1715: Player1=1, Player2=6, Winner=2
Game 1716: Player1=5, Player2=5, Winner=0
Game 1717: Player1=1, Player2=3, Winner=2
Game 1718: Player1=4, Player2=2, Winner=1
Game 1719: Player1=4, Player2=1, Winner=1
Game 1720: Player1=3, Player2=4, Winner=2
Game 1721: Player1=4, Player2=6, Winner=2
Game 1722: Player1=6, Player2=2, Winner=1
Game 1723: Player1=2, Player2=6, Winner=2
Game 1724: Player1=4, Player2=5, Winner=2
Game 1725: Player1=4, Player2=3, Winner=1
Game 1726: Player1=5, Player2=2, Winner=1
Game 1727: Player1=1, Player2=3, Winner=2
Game 1728: Player1=1, Player2=6, Winner=2
Game 1729: Player1=3, Player2=5, Winner=2
Game 1730: Player1=4, Player2=2, Winner=1
Game 1731: Player1=6, Player2=3, Winner=1
Game 1732: Player1=1, Player2=6, Winner=2
Game 1733: Player1=1, Player2=3, Winner=2
Game 1734: Player1=1, Player2=6, Winner=2
Game 1735: Player1=2, Player2=2, Winner=0
Game 1736: Player1=3, Player2=5, Winner=2
Game 1737: Player1=4, Player2=4, Winner=0
Game 1738: Player1=4, Player2=5, Winner=2
Game 1739: Player1=6, Player2=6, Winner=0
Game 1740: Player1=4, Player2=4, Winner=0
Game 1741: Player1=2, Player2=6, Winner=2
Game 1742: Player1=3, Player2=2, Winner=1
Game 1743: Player1=6, Player2=2, Winner=1
Game 1744: Player1=2, Player2=2, Winner=0
Game 1745: Player1=3, Player2=6, Winner=2
Game 1746: Player1=6, Player2=3, Winner=1
Game 1747: Player1=2, Player2=3, Winner=2
Game 1748: Player1=5, Player2=1, Winner=1
Game 1749: Player1=5, Player2=4, Winner=1
Game 1750: Player1=3, Player2=3, Winner=0
Game 1751: Player1=4, Player2=3, Winner=1
Game 1752: Player1=1, Player2=1, Winner=0
Game 1753: Player1=3, Player2=6, Winner=2
Game 1754: Player1=1, Player2=6, Winner=2
Game 1755: Player1=2, Player2=3, Winner=2
Game 1756: Player1=1, Player2=6, Winner=2
Game 1757: Player1=3, Player2=6, Winner=2
Game 1758: Player1=6, Player2=3, Winner=1
Game 1759: Player1=4, Player2=2, Winner=1
Game 1760: Player1=1, Player2=4, Winner=2
Game 1761: Player1=5, Player2=2, Winner=1
Game 1762: Player1=3, Player2=1, Winner=1
Game 1763: Player1=5, Player2=1, Winner=1
Game 1764: Player1=4, Player2=3, Winner=1
Game 1765: Player1=3, Player2=2, Winner=1
Game 1766: Player1=3, Player2=4, Winner=2
Game 1767: Player1=4, Player2=3, Winner=1
Game 1768: Player1=2, Player2=6, Winner=2
Game 1769: Player1=6, Player2=6, Winner=0
Game 1770: Player1=2, Player2=3, Winner=2
Game 1771: Player1=6, Player2=3, Winner=1
Game 1772: Player1=3, Player2=4, Winner=2
Game 1773: Player1=2, Player2=2, Winner=0
Game 1774: Player1=4, Player2=6, Winner=2
Game 1775: Player1=5, Player2=3, Winner=1
Game 1776: Player1=2, Player2=2, Winner=0
Game 1777: Player1=2, Player2=3, Winner=2
Game 1778: Player1=6, Player2=1, Winner=1
Game 1779: Player1=3, Player2=1, Winner=1
Game 1780: Player1=5, Player2=3, Winner=1
Game 1781: Player1=6, Player2=4, Winner=1
Game 1782: Player1=2, Player2=4, Winner=2
Game 1783: Player1=6, Player2=1, Winner=1
Game 1784: Player1=6, Player2=1, Winner=1
Game 1785: Player1=5, Player2=2, Winner=1
Game 1786: Player1=4, Player2=4, Winner=0
Game 1787: Player1=2, Player2=2, Winner=0
Game 1788: Player1=5, Player2=5, Winner=0
Game 1789: Player1=3, Player2=4, Winner=2
Game 1790: Player1=1, Player2=1, Winner=0
Game 1791: Player1=3, Player2=2, Winner=1
Game 1792: Player1=4, Player2=1, Winner=1
Game 1793: Player1=4, Player2=3, Winner=1
Game 1794: Player1=4, Player2=3, Winner=1
Game 1795: Player1=3, Player2=1, Winner=1
Game 1796: Player1=4, Player2=6, Winner=2
Game 1797: Player1=6, Player2=2, Winner=1
Game 1798: Player1=5, Player2=3, Winner=1
Game 1799: Player1=5, Player2=5, Winner=0
Game 1800: Player1=2, Player2=5, Winner=2
Game 1801: Player1=5, Player2=4, Winner=1
Game 1802: Player1=4, Player2=1, Winner=1
Game 1803: Player1=1, Player2=5, Winner=2
Game 1804: Player1=2, Player2=2, Winner=0
Game 1805: Player1=3, Player2=4, Winner=2
Game 1806: Player1=1, Player2=4, Winner=2
Game 1807: Player1=4, Player2=3, Winner=1
Game 1808: Player1=5, Player2=6, Winner=2
Game 1809: Player1=4, Player2=1, Winner=1
Game 1810: Player1=4, Player2=5, Winner=2
Game 1811: Player1=5, Player2=3, Winner=1
Game 1812: Player1=6, Player2=3, Winner=1
Game 1813: Player1=6, Player2=6, Winner=0
Game 1814: Player1=6, Player2=6, Winner=0
Game 1815: Player1=5, Player2=5, Winner=0
Game 1816: Player1=3, Player2=4, Winner=2
Game 1817: Player1=5, Player2=5, Winner=0
Game 1818: Player1=6, Player2=4, Winner=1
Game 1819: Player1=5, Player2=1, Winner=1
Game 1820: Player1=1, Player2=5, Winner=2
Game 1821: Player1=2, Player2=1, Winner=1
Game 1822: Player1=1, Player2=3, Winner=2
Game 1823: Player1=2, Player2=6, Winner=2
Game 1824: Player1=4, Player2=4, Winner=0
Game 1825: Player1=1, Player2=5, Winner=2
Game 1826: Player1=3, Player2=2, Winner=1
Game 1827: Player1=1, Player2=2, Winner=2
Game 1828: Player1=3, Player2=4, Winner=2
Game 1829: Player1=1, Player2=6, Winner=2
Game 1830: Player1=2, Player2=1, Winner=1
Game 1831: Player1=1, Player2=4, Winner=2
Game 1832: Player1=3, Player2=5, Winner=2
Game 1833: Player1=1, Player2=6, Winner=2
Game 1834: Player1=5, Player2=6, Winner=2
Game 1835: Player1=3, Player2=4, Winner=2
Game 1836: Player1=5, Player2=4, Winner=1
Game 1837: Player1=4, Player2=2, Winner=1
Game 1838: Player1=4, Player2=3, Winner=1
Game 1839: Player1=1, Player2=5, Winner=2
Game 1840: Player1=6, Player2=1, Winner=1
Game 1841: Player1=1, Player2=4, Winner=2
Game 1842: Player1=6, Player2=2, Winner=1
Game 1843: Player1=4, Player2=1, Winner=1
Game 1844: Player1=5, Player2=1, Winner=1
Game 1845: Player1=1, Player2=2, Winner=2
Game 1846: Player1=1, Player2=1, Winner=0
Game 1847: Player1=4, Player2=6, Winner=2
Game 1848: Player1=2, Player2=4, Winner=2
Game 1849: Player1=2, Player2=1, Winner=1
Game 1850: Player1=5, Player2=3, Winner=1
Game 1851: Player1=1, Player2=2, Winner=2
Game 1852: Player1=6, Player2=5, Winner=1
Game 1853: Player1=5, Player2=3, Winner=1
Game 1854: Player1=3, Player2=4, Winner=2
Game 1855: Player1=5, Player2=2, Winner=1
Game 1856: Player1=6, Player2=1, Winner=1
Game 1857: Player1=5, Player2=3, Winner=1
Game 1858: Player1=2, Player2=6, Winner=2
Game 1859: Player1=2, Player2=1, Winner=1
Game 1860: Player1=3, Player2=2, Winner=1
Game 1861: Player1=2, Player2=5, Winner=2
Game 1862: Player1=2, Player2=1, Winner=1
Game 1863: Player1=4, Player2=4, Winner=0
Game 1864: Player1=3, Player2=2, Winner=1
Game 1865: Player1=2, Player2=5, Winner=2
Game 1866: Player1=3, Player2=4, Winner=2
Game 1867: Player1=3, Player2=6, Winner=2
Game 1868: Player1=6, Player2=6, Winner=0
Game 1869: Player1=1, Player2=3, Winner=2
Game 1870: Player1=2, Player2=4, Winner=2
Game 1871: Player1=5, Player2=4, Winner=1
Game 1872: Player1=3, Player2=6, Winner=2
Game 1873: Player1=1, Player2=6, Winner=2
Game 1874: Player1=4, Player2=2, Winner=1
Game 1875: Player1=2, Player2=2, Winner=0
Game 1876: Player1=4, Player2=5, Winner=2
Game 1877: Player1=4, Player2=6, Winner=2
Game 1878: Player1=6, Player2=3, Winner=1
Game 1879: Player1=1, Player2=1, Winner=0
Game 1880: Player1=1, Player2=3, Winner=2
Game 1881: Player1=1, Player2=4, Winner=2
Game 1882: Player1=5, Player2=5, Winner=0
Game 1883: Player1=3, Player2=6, Winner=2
Game 1884: Player1=1, Player2=2, Winner=2
Game 1885: Player1=1, Player2=4, Winner=2
Game 1886: Player1=3, Player2=2, Winner=1
Game 1887: Player1=2, Player2=3, Winner=2
Game 1888: Player1=6, Player2=5, Winner=1
Game 1889: Player1=5, Player2=3, Winner=1
